quote,author,title,KEYWORD_1,KEYWORD_2,KEYWORD_3,KEYWORD_4,KEYWORD_5,KEYWORD_6,KEYWORD_7,KEYWORD_8,KEYWORD_9,KEYWORD_10,KEYWORD_11,KEYWORD_12,keywords
"“To the extent that we are on a ‘spaceship’, we have never been merely its passengers, nor (as is often said) its stewards, nor even its maintenance crew: we are its designers and builders. Before the designs created by humans, it was not a vehicle, but only a heap of dangerous raw materials.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,,,,,,,,,,,,,
“Optimism (in the sense that I have advocated) is the theory that all failures – all evils – are due to insufficient knowledge.”,David Deutsch,The Beginning of Infinity: Explanations That Transform the World,knowledge,optimism,,,,,,,,,,,
“The post-Enlightenment West is the only society in history that for more than a couple of lifetimes has ever undergone change rapid enough for people to notice.”,David Deutsch,The Beginning of Infinity: Explanations That Transform the World,enlightenment,west,,,,,,,,,,,
"“Bad philosophy Philosophy that actively prevents the growth of knowledge. Interpretation The explanatory part of a scientific theory, supposedly distinct from its predictive or instrumental part. Copenhagen interpretation Niels Bohr’s combination of instrumentalism, anthropocentrism and studied ambiguity, used to avoid understanding quantum theory as being about reality. Positivism The bad philosophy that everything not ‘derived from observation’ should be eliminated from science. Logical positivism The bad philosophy that statements not verifiable by observation are meaningless.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,instrumentalism,explanation,science,anthropocentric,quantum,interpretation,prediction,knowledge,positivism,,,,
"“But, while a society lasted, all important areas of life seemed changeless to the participants: they could expect to die under much the same moral values, personal lifestyles, conceptual framework, technology and pattern of economic production as they were born under. And, of the changes that did occur, few were for the better. I shall call such societies ‘static societies’: societies changing on a timescale unnoticed by the inhabitants.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,person,static,pattern,,,,,,,,,,
"“More generally, what they lacked was a certain combination of abstract knowledge and knowledge embodied in technological artefacts, namely sufficient wealth. Let me define that in a non-parochial way as the repertoire of physical transformations that they would be capable of causing.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,physics,parochialism,gene,wealth,knowledge,,,,,,,,
"“Under proportional representation, there are strong incentives for the system’s characteristic unfairnesses to persist, or to become worse, over time. For example, if a small faction defects from a large party, it may then end up with more chance of having its policies tried out than it would if its supporters had remained within the original party.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,,,,,,,,,,,,,
"“For a society to be static, something else must be happening as well. One thing my story did not take into account is that static societies have customs and laws – taboos – that prevent their memes from changing.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,meme,static,,,,,,,,,,,
"“Thus, in regard to the geography of the universe and to our place in it, the prevailing world view has rid itself of some parochial misconceptions. We know that we have explored almost the whole surface of that formerly enormous sphere; but we also know that there are far more places left to explore in the universe (and beneath the surface of the Earth’s land and oceans) than anyone imagined while we still had those misconceptions. In regard to theoretical knowledge, however, the prevailing world view has not yet caught up with Enlightenment values. Thanks to the fallacy and bias of prophecy, a persistent assumption remains that our existing theories are at or fairly close to the limit of what it is knowable – that we are nearly there, or perhaps halfway there. As the economist David Friedman has remarked, most people believe that an income of about twice their own should be sufficient to satisfy any reasonable person, and that no genuine benefit can be derived from amounts above that.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,parochialism,imitation,person,universe,knowledge,theory,enlightenment,,,,,,
"“The moral component of the Spaceship Earth metaphor is therefore somewhat paradoxical. It casts humans as ungrateful for gifts which, in reality, they never received. And it casts all other species in morally positive roles in the spaceship’s life-support system, with humans as the only negative actors. But humans are part of the biosphere, and the supposedly immoral behaviour is identical to what all other species do when times are good – except that humans alone try to mitigate the effect of that response on their descendants and on other species.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,behaviourism,positivism,,,,,,,,,,,
"“Before the Enlightenment, bad philosophy was the rule and good philosophy the rare exception. With the Enlightenment came much more good philosophy, but bad philosophy became much worse, with the descent from empiricism (merely false) to positivism, logical positivism, instrumentalism, Wittgenstein, linguistic philosophy, and the ‘postmodernist’ and related movements. In science, the main impact of bad philosophy has been through the idea of separating a scientific theory into (explanationless) predictions and (arbitrary) interpretation. This has helped to legitimize dehumanizing explanations of human thought and behaviour. In quantum theory, bad philosophy manifested itself mainly as the Copenhagen interpretation and its many variants, and as the ‘shut-up-and-calculate’ interpretation. These appealed to doctrines such as logical positivism to justify systematic equivocation and to immunize themselves from criticism.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,instrumentalism,science,explanation,behaviourism,quantum,interpretation,empiricism,prediction,enlightenment,positivism,,,
"“That is why the enforcement of the status quo is only ever a secondary method of preventing change – a mopping-up operation. The primary method is always – and can only be – to disable the source of new ideas, namely human creativity. So static societies always have traditions of bringing up children in ways that disable their creativity and critical faculties. That ensures that most of the new ideas that would have been capable of changing the society are never thought of in the first place.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,rational,static,rationality,creativity,,,,,,,,,
"“As with wealth, so with scientific knowledge: it is hard to imagine what it would be like to know twice as much as we do, and so if we try to prophesy it we find ourselves just picturing the next few decimal places of what we already know.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,knowledge,wealth,,,,,,,,,,,
“What had changed? What made science effective at understanding the physical world when all previous ways had failed?”,David Deutsch,The Beginning of Infinity: Explanations That Transform the World,science,physics,,,,,,,,,,,
"“In 1798, Malthus had argued, in his influential essay On Population, that the nineteenth century would inevitably see a permanent end to human progress.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,,,,,,,,,,,,,
"“This is why the Royal Society (one of the earliest scientific academies, founded in London in 1660) took as its motto ‘Nullius in verba’, which means something like ‘Take no one’s word for it.”",David Deutsch,The Beginning of Infinity: Explanations that Transform The World,,,,,,,,,,,,,
"“Dawkins named his tour-de-force account of neo-Darwinism The Selfish Gene because he wanted to stress that evolution does not especially promote the ‘welfare’ of species or individual organisms. But, as he also explained, it does not promote the ‘welfare’ of genes either: it adapts them not for survival in larger numbers, nor indeed for survival at all, but only for spreading through the population at the expense of rival genes, particularly slight variants of themselves.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,explainer,gene,darwin,,,,,,,,,,
"“One consequence of this tradition of criticism was the emergence of a methodological rule that a scientific theory must be testable (though this was not made explicit at first). That is to say, the theory must make predictions which, if the theory were false, could be contradicted by the outcome of some possible observation. Thus, although scientific theories are not derived from experience, they can be tested by experience – by observation or experiment”",David Deutsch,The Beginning of Infinity: Explanations that Transform The World,emergence,prediction,theory,explicit,,,,,,,,,
“One consequence of this tradition of criticism was the emergence of a methodological rule that a scientific theory must be testable (though this was not made explicit at first).”,David Deutsch,The Beginning of Infinity: Explanations That Transform the World,emergence,explicit,,,,,,,,,,,
"“Genetic studies suggest that our own species came close to extinction about 70,000 years ago, as a result of an unknown catastrophe which reduced its total numbers to only a few thousand.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,gene,education,,,,,,,,,,,
“Testability is now generally accepted as the defining characteristic of the scientific method. Popper called it the ‘criterion of demarcation’ between science and non-science.”,David Deutsch,The Beginning of Infinity: Explanations that Transform The World,science,gene,,,,,,,,,,,
"“In contrast, the ancient theory that all matter is composed of combinations of the elements earth, air, fire and water was untestable, because it did not include any way of testing for the presence of those components. So it could never be refuted by experiment.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,refutation,,,,,,,,,,,,
“Would we seem like insects to it? This can seem plausible only if one forgets that there can be only one type of person: universal explainers and constructors. The idea that there could be beings that are to us as we are to animals is a belief in the supernatural.”,David Deutsch,The Beginning of Infinity: Explanations That Transform the World,person,universe,constructor,explainer,,,,,,,,,
"“They not only enact those memes: they see themselves as existing only in order to enact them. So, not only do such societies enforce qualities such as obedience, piety and devotion to duty, their members’ sense of their own selves is invested in the same standards. People know no others. So they feel pride and shame, and form all their aspirations and opinions, by the criterion of how thoroughly they subordinate themselves to the society’s memes.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,meme,rationality,quale,rational,,,,,,,,,
"“Perhaps a more practical way of stressing the same truth would be to frame the growth of knowledge (all knowledge, not only scientific) as a continual transition from problems to better problems, rather than from problems to solutions or from theories to better theories.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,problem,knowledge,theory,,,,,,,,,,
"“Again, Popper was a key advocate of this rejection. He wrote: The question about the sources of our knowledge…has always been asked in the spirit of: ‘What are the best sources of our knowledge – the most reliable ones, those which will not lead us into error, and those to which we can and must turn, in case of doubt, as the last court of appeal?’ I propose to assume, instead, that no such ideal sources exist – no more than ideal rulers – and that all ‘sources’ are liable to lead us into error at times. And I propose to replace, therefore, the question of the sources of our knowledge by the entirely different question: ‘How can we hope to detect and eliminate error?’ ‘Knowledge without Authority’ (1960)”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,knowledge,,,,,,,,,,,,
“The criterion and the existing explanation are conflicting ideas. I shall call a situation in which we experience conflicting ideas a problem.”,David Deutsch,The Beginning of Infinity: Explanations that Transform The World,explanation,problem,,,,,,,,,,,
"“I have argued that the laws of nature cannot possibly impose any bound on progress: by the argument of Chapters 1 and 3, denying this is tantamount to invoking the supernatural. In other words, progress is sustainable, indefinitely. But only by people who engage in a particular kind of thinking and behaviour – the problem-solving and problem-creating kind characteristic of the Enlightenment. And that requires the optimism of a dynamic society.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,behaviourism,problem,dynamic,sustain,problem-solving,enlightenment,optimism,,,,,,
"“Optimism and reason are incompatible with the conceit that our knowledge is ‘nearly there’ in any sense, or that its foundations are. Yet comprehensive optimism has always been rare, and the lure of the prophetic fallacy strong. But there have always been exceptions. Socrates famously claimed to be deeply ignorant. And Popper wrote: I believe that it would be worth trying to learn something about the world even if in trying to do so we should merely learn that we do not know much…It might be well for all of us to remember that, while differing widely in the various little bits we know, in our infinite ignorance we are all equal. Conjectures and Refutations (1963) Infinite ignorance is a necessary condition for there to be infinite potential for knowledge.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,refutation,infinite,conjecture,knowledge,inf,quale,optimism,,,,,,
“Changing our genes in order to improve our lives and to facilitate further improvements is no different in this regard from augmenting our skin with clothes or our eyes with telescopes.”,David Deutsch,The Beginning of Infinity: Explanations That Transform the World,gene,,,,,,,,,,,,
"“Because of the necessity for error-correction, all jumps to universality occur in digital systems.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,universe,,,,,,,,,,,,
“It is why spoken languages build words out of a finite set of elementary sounds: speech would not be intelligible if it were analogue.”,David Deutsch,The Beginning of Infinity: Explanations That Transform the World,,,,,,,,,,,,,
"“Just as genes often work together in groups to achieve what we might think of as a single adaptation, so there are memeplexes consisting of several ideas which can, alternatively, be thought of as a single more complex idea, such as quantum theory or neo-Darwinism.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,quantum,gene,memeplex,meme,darwin,,,,,,,,
"“So if it would be wrong for science to adopt that ‘democratic’ principle, why is it right for politics? Is it just because, as Churchill put it, ‘Many forms of Government have been tried and will be tried in this world of sin and woe. No one pretends that democracy is perfect or all-wise. Indeed, it has been said that democracy is the worst form of government except all those other forms that have been tried from time to time.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,science,government,,,,,,,,,,,
"“In early prehistory, populations were tiny, knowledge was parochial, and history-making ideas were millennia apart. In those days, a meme spread only when one person observed another enacting it nearby, and (because of the staticity of cultures) rarely even then. So at that time human behaviour resembled that of other animals, and much of what happened was indeed explained by biogeography.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,static,behaviourism,parochialism,person,explainer,meme,knowledge,culture,,,,,
"“But developments such as abstract language, explanation, wealth above the level of subsistence, and long-range trade all had the potential to erode parochialism and hence to give causal power to ideas.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,parochialism,explanation,wealth,,,,,,,,,,
"“In reality, the difference between Sparta and Athens, or between Savonarola and Lorenzo de’ Medici, had nothing to do with their genes; nor did the difference between the Easter Islanders and the imperial British. They were all people – universal explainers and constructors. But their ideas were different. Nor did landscape cause the Enlightenment.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,constructor,gene,universe,explainer,enlightenment,,,,,,,,
"“So I suppose that the real difference between the Spartans and us is that their moral education enjoins them to hold their most important ideas immune from criticism. Not to be open to suggestions. Not to criticize certain ideas such as their traditions or their conceptions of the gods; not to seek the truth, because they claim that they already have it.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,education,,,,,,,,,,,,
"“It would be much truer to say that the landscape we live in is the product of ideas. The primeval landscape, though packed with evidence and therefore opportunity, contained not a single idea. It is knowledge alone that converts landscapes into resources, and humans alone who are the authors of explanatory knowledge and hence of the uniquely human behaviour called ‘history’.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,explanation,knowledge,behaviourism,,,,,,,,,,
"“In this book I argue that all progress, both theoretical and practical, has resulted from a single human activity: the quest for what I call good explanations.”",David Deutsch,The Beginning of Infinity: Explanations that Transform The World,explanation,,,,,,,,,,,,
“Thus ‘how do we know…?’ is transformed into ‘by what authority do we claim…?’ The latter question is a chimera that may well have wasted more philosophers’ time and effort than any other idea. It converts the quest for truth into a quest for certainty (a feeling) or for endorsement (a social status). This misconception is called justificationism.”,David Deutsch,The Beginning of Infinity: Explanations That Transform the World,justificationism,,,,,,,,,,,,
"“For most of the history of our species, we had almost no success in creating such knowledge. Where does it come from? Empiricism said that we derive it from sensory experience. This is false. The real source of our theories is conjecture, and the real source of our knowledge is conjecture alternating with criticism.”",David Deutsch,The Beginning of Infinity: Explanations That Transform the World,conjecture,empiricism,knowledge,theory,,,,,,,,,
"“While humans transform inhospitable environments like the biosphere into support systems for themselves. And, while every other organism is a factory for converting resources of a fixed type into more such organisms, human bodies (including their brains) are factories for transforming anything into anything that the laws of nature allow. They are ‘universal constructors’.”",David Deutsch,The Beginning of Infinity: Explanations that Transform The World,universe,constructor,,,,,,,,,,,
The self is the collective term for the creative institutions of consent among the multiple strands of creativity and criticism that constitute a mind.,David Deutsch,https://twitter.com/DavidDeutschOxf/status/1647852045523640320,institution,consent,,,,,,,,,,,
"For example money, and rules of voluntary transfer of property, are powerful institutions of consent, capable of allowing millions of people who don't know each other, and who would hate each other if they did, to cooperate on projects from which they each individually benefit.",David Deutsch,https://twitter.com/DavidDeutschOxf/status/1606615508098359297,institution,consent,,,,,,,,,,,
